name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward,council_email
Joe Ramia,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/joe_ramia,joe.ramia@tr.qld.gov.au,http://www.tr.qld.gov.au/images/200-aboutCouncil/230-councillorsMeetings/231-introducingCouncillors/JoeRamiaheadshot.jpg,,,,info@toowoombarc.qld.gov.au
Megan O'Hara Sullivan,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/megan_o'hara_sullivan,Megan.O'HaraSullivan@tr.qld.gov.au,http://www.tr.qld.gov.au/images/200-aboutCouncil/230-councillorsMeetings/231-introducingCouncillors/MeganOHaraSullivanheadshot2016.jpg,,,,info@toowoombarc.qld.gov.au
James O'Shea,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/james_o'shea,james.oshea@tr.qld.gov.au,http://www.tr.qld.gov.au/images/200-aboutCouncil/230-councillorsMeetings/231-introducingCouncillors/JamesOSheaheadshot.jpg,,,,info@toowoombarc.qld.gov.au
Paul Antonio,,,mayor,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/paul_antonio,paul.antonio@tr.qld.gov.au,https://ia801505.us.archive.org/24/items/australian_local_councillor_images/2016-01-04%20Toowoomba%20Councillors/paul_antonio-320px.jpg,LNP,,,info@toowoombarc.qld.gov.au
Anne Glasheen,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/anne_glasheen,anne.glasheen@tr.qld.gov.au,https://ia801505.us.archive.org/24/items/australian_local_councillor_images/2016-01-04%20Toowoomba%20Councillors/anne_glasheen-320px.jpg,Independent,,,info@toowoombarc.qld.gov.au
Bill Cahill,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/bill_cahill,bill.cahill@tr.qld.gov.au,https://ia801505.us.archive.org/24/items/australian_local_councillor_images/2016-01-04%20Toowoomba%20Councillors/bill_cahill-320px.jpg,Independent,,,info@toowoombarc.qld.gov.au
Carol Taylor,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/carol_taylor,carol.taylor@tr.qld.gov.au,https://ia601505.us.archive.org/24/items/australian_local_councillor_images/2016-01-04%20Toowoomba%20Councillors/carol_taylor-320px.jpg,Independent,,,info@toowoombarc.qld.gov.au
Chris Tait,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/chris_tait,chris.tait@tr.qld.gov.au,https://ia801505.us.archive.org/24/items/australian_local_councillor_images/2016-01-04%20Toowoomba%20Councillors/chris_tait-320px.jpg,LNP,,,info@toowoombarc.qld.gov.au
Geoff McDonald,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/geoff_mcdonald,geoff.mcdonald@tr.qld.gov.au,https://ia801505.us.archive.org/24/items/australian_local_councillor_images/2016-01-04%20Toowoomba%20Councillors/geoff_mcdonald-320px.jpg,Independent,,,info@toowoombarc.qld.gov.au
Mike Williams,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/mike_williams,mike.williams@tr.qld.gov.au,https://ia801505.us.archive.org/24/items/australian_local_councillor_images/2016-01-04%20Toowoomba%20Councillors/mike_williams-320px.jpg,Independent,,,info@toowoombarc.qld.gov.au
Nancy Sommerfield,,,,Toowoomba Regional Council,http://www.toowoombarc.qld.gov.au,toowoomba_regional_council/nancy_sommerfield,nancy.sommerfield@tr.qld.gov.au,https://ia801505.us.archive.org/24/items/australian_local_councillor_images/2016-01-04%20Toowoomba%20Councillors/nancy_sommerfield-320px.jpg,LNP,,,info@toowoombarc.qld.gov.au
Vonda Malone,,,mayor,Torres Shire Council,http://www.torres.qld.gov.au,torres_shire_council/vonda_malone,,,,,,admin@torres.qld.gov.au
Gabriel Bani,,,,Torres Shire Council,http://www.torres.qld.gov.au,torres_shire_council/gabriel_bani,,,,,,admin@torres.qld.gov.au
Thomas Loban,,,,Torres Shire Council,http://www.torres.qld.gov.au,torres_shire_council/thomas_loban,,,,,,admin@torres.qld.gov.au
John Abednego,,,,Torres Shire Council,http://www.torres.qld.gov.au,torres_shire_council/john_abednego,,,,,,admin@torres.qld.gov.au
Yen Loban,,,,Torres Shire Council,http://www.torres.qld.gov.au,torres_shire_council/yen_loban,,,,,,admin@torres.qld.gov.au
Fred Gela,,,mayor,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/fred_gela,,,,,,ceo@tsirc.qld.gov.au
Torenzo Elisala,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/torenzo_elisala,,,,,,ceo@tsirc.qld.gov.au
Nona Laurie,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/nona_laurie,,,,,,ceo@tsirc.qld.gov.au
John Levi,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/john_levi,,,,,,ceo@tsirc.qld.gov.au
Clara Tamu,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/clara_tamu,,,,,,ceo@tsirc.qld.gov.au
Francis Pearson,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/francis_pearson,,,,,,ceo@tsirc.qld.gov.au
Fraser Nai,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/fraser_nai,,,,,,ceo@tsirc.qld.gov.au
Patrick Thaiday,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/patrick_thaiday,,,,,,ceo@tsirc.qld.gov.au
Bob Kaigey,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/bob_kaigey,,,,,,ceo@tsirc.qld.gov.au
David Bosun,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/david_bosun,,,,,,ceo@tsirc.qld.gov.au
Dimas Toby,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/dimas_toby,,,,,,ceo@tsirc.qld.gov.au
Getano Lui,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/getano_lui,,,,,,ceo@tsirc.qld.gov.au
Rocky Stephen,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/rocky_stephen,,,,,,ceo@tsirc.qld.gov.au
Keith Fell,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/keith_fell,,,,,,ceo@tsirc.qld.gov.au
Mario Sabatino,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/mario_sabatino,,,,,,ceo@tsirc.qld.gov.au
Ron Enosa,,,,Torres Strait Island Regional Council,http://www.tsirc.qld.gov.au,torres_strait_island_regional_council/ron_enosa,,,,,,ceo@tsirc.qld.gov.au
Jenny Hill,,,mayor,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/jenny_hill,Mayor@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0021/3288/Image-of-Mayor-Jenny-Hill.jpg,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-jenny-hill,,enquiries@townsville.qld.gov.au
Margie Ryder,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/margie_ryder,Margie.Ryder@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0025/12895/margie-ryder.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-margie-ryder,,enquiries@townsville.qld.gov.au
Paul Jacob,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/paul_jacob,Paul.Jacob@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0028/12898/paul-jacob.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-paul-jacob,,enquiries@townsville.qld.gov.au
Ann-Maree Greaney,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/ann-maree_greaney,Ann-Maree.Greaney@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0023/12893/ann-maree-greaney.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-ann-maree-greaney,,enquiries@townsville.qld.gov.au
Mark Molachino,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/mark_molachino,Mark.Molachino@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0026/12896/mark-molochino.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-mark-molachino,,enquiries@townsville.qld.gov.au
Russ Cook,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/russ_cook,Russ.Cook@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0029/12899/russ-cook.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-russ-cook,,enquiries@townsville.qld.gov.au
Verena Coombe,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/verena_coombe,Verena.Coombe@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0012/12900/verena-coombe.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-verena-coombe,,enquiries@townsville.qld.gov.au
Kurt Rehbein,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/kurt_rehbein,Kurt.Rehbein@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0024/12894/kurt-rehbein.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-kurt-rehbein,,enquiries@townsville.qld.gov.au
Maurie Soars,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/maurie_soars,Maurie.Soars@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0027/12897/maurie-soars.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-maurie-soars,,enquiries@townsville.qld.gov.au
Colleen Doyle,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/colleen_doyle,colleen.doyle@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0008/3302/colleen-doyle.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-colleen-doyle,,enquiries@townsville.qld.gov.au
Les Walker,,,,Townsville City Council,http://www.townsville.qld.gov.au,townsville_city_council/les_walker,cr.les.walker@townsville.qld.gov.au,https://www.townsville.qld.gov.au/__data/assets/image/0010/3313/les-walker.png,Team Jenny Hill,https://www.townsville.qld.gov.au/about-council/mayor-and-councillors/councillor-profiles/cr-les-walker,,enquiries@townsville.qld.gov.au
Paul McVeigh,,,mayor,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/paul_mcveigh,,,,,,info@wdrc.qld.gov.au
Peter Saxelby,,,,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/peter_saxelby,,,,,,info@wdrc.qld.gov.au
Kaye Maguire,,,,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/kaye_maguire,,,,,,info@wdrc.qld.gov.au
Donna Ashurst,,,,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/donna_ashurst,,,,,,info@wdrc.qld.gov.au
Andrew Smith,,,,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/andrew_smith,,,,,,info@wdrc.qld.gov.au
Carolyn Tillman,,,,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/carolyn_tillman,,,,,,info@wdrc.qld.gov.au
Greg Olm,,,,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/greg_olm,,,,,,info@wdrc.qld.gov.au
Ian Rassmussen,,,,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/ian_rassmussen,,,,,,info@wdrc.qld.gov.au
Raymond Brown,,,,Western Downs Regional Council,http://www.wdrc.qld.gov.au,western_downs_regional_council/raymond_brown,,,,,,info@wdrc.qld.gov.au
Andrew Willcox,,,mayor,Whitsunday Regional Council,http://www.whitsundayrc.qld.gov.au,whitsunday_regional_council/andrew_willcox,,,,,,info@whitsundayrc.qld.gov.au
Ron Petterson,,,,Whitsunday Regional Council,http://www.whitsundayrc.qld.gov.au,whitsunday_regional_council/ron_petterson,,,,,,info@whitsundayrc.qld.gov.au
Mike Brunker,,,,Whitsunday Regional Council,http://www.whitsundayrc.qld.gov.au,whitsunday_regional_council/mike_brunker,,,,,,info@whitsundayrc.qld.gov.au
Dave Clark,,,,Whitsunday Regional Council,http://www.whitsundayrc.qld.gov.au,whitsunday_regional_council/dave_clark,,,,,,info@whitsundayrc.qld.gov.au
Jan Clifford,,,,Whitsunday Regional Council,http://www.whitsundayrc.qld.gov.au,whitsunday_regional_council/jan_clifford,,,,,,info@whitsundayrc.qld.gov.au
John Collins,,,,Whitsunday Regional Council,http://www.whitsundayrc.qld.gov.au,whitsunday_regional_council/john_collins,,,,,,info@whitsundayrc.qld.gov.au
Peter Ramage,,,,Whitsunday Regional Council,http://www.whitsundayrc.qld.gov.au,whitsunday_regional_council/peter_ramage,,,,,,info@whitsundayrc.qld.gov.au
Butch Lenton,,,mayor,Winton Shire Council,http://www.winton.qld.gov.au,winton_shire_council/butch_lenton,,,,,,info@winton.qld.gov.au
Joel Mann,,,,Winton Shire Council,http://www.winton.qld.gov.au,winton_shire_council/joel_mann,,,,,,info@winton.qld.gov.au
Travis Harbour,,,,Winton Shire Council,http://www.winton.qld.gov.au,winton_shire_council/travis_harbour,,,,,,info@winton.qld.gov.au
Gavin Baskett,,,,Winton Shire Council,http://www.winton.qld.gov.au,winton_shire_council/gavin_baskett,,,,,,info@winton.qld.gov.au
Judy Sale,,,,Winton Shire Council,http://www.winton.qld.gov.au,winton_shire_council/judy_sale,,,,,,info@winton.qld.gov.au
Shane Mann,,,,Winton Shire Council,http://www.winton.qld.gov.au,winton_shire_council/shane_mann,,,,,,info@winton.qld.gov.au
Shane Wilkie,,,mayor,Woorabinda Aboriginal Shire Council,http://www.woorabinda.qld.gov.au,woorabinda_aboriginal_shire_council/shane_wilkie,,,,,,ceo@woorabinda.qld.gov.au
Stewart Smith,,,,Woorabinda Aboriginal Shire Council,http://www.woorabinda.qld.gov.au,woorabinda_aboriginal_shire_council/stewart_smith,,,,,,ceo@woorabinda.qld.gov.au
Laurence Weazel,,,,Woorabinda Aboriginal Shire Council,http://www.woorabinda.qld.gov.au,woorabinda_aboriginal_shire_council/laurence_weazel,,,,,,ceo@woorabinda.qld.gov.au
Phillip Alberts,,,,Woorabinda Aboriginal Shire Council,http://www.woorabinda.qld.gov.au,woorabinda_aboriginal_shire_council/phillip_alberts,,,,,,ceo@woorabinda.qld.gov.au
Archie Williams,,,,Woorabinda Aboriginal Shire Council,http://www.woorabinda.qld.gov.au,woorabinda_aboriginal_shire_council/archie_williams,,,,,,ceo@woorabinda.qld.gov.au
Clifford Harrigan,,,mayor,Wujal Wujal Aboriginal Shire Council,http://www.wujalwujalcouncil.qld.gov.au,wujal_wujal_aboriginal_shire_council/clifford_harrigan,,,,,,ceo@wujalwujalcouncil.qld.gov.au
Robert Bloomfield,,,,Wujal Wujal Aboriginal Shire Council,http://www.wujalwujalcouncil.qld.gov.au,wujal_wujal_aboriginal_shire_council/robert_bloomfield,,,,,,ceo@wujalwujalcouncil.qld.gov.au
Bradley Creek,,,,Wujal Wujal Aboriginal Shire Council,http://www.wujalwujalcouncil.qld.gov.au,wujal_wujal_aboriginal_shire_council/bradley_creek,,,,,,ceo@wujalwujalcouncil.qld.gov.au
Bobby Kulka,,,,Wujal Wujal Aboriginal Shire Council,http://www.wujalwujalcouncil.qld.gov.au,wujal_wujal_aboriginal_shire_council/bobby_kulka,,,,,,ceo@wujalwujalcouncil.qld.gov.au
Vincent Tayley,,,,Wujal Wujal Aboriginal Shire Council,http://www.wujalwujalcouncil.qld.gov.au,wujal_wujal_aboriginal_shire_council/vincent_tayley,,,,,,ceo@wujalwujalcouncil.qld.gov.au
Ross Andrews,,,mayor,Yarrabah Aboriginal Shire Council,http://www.yarrabah.qld.gov.au,yarrabah_aboriginal_shire_council/ross_andrews,,,,,,secretary@yarrabah.qld.gov.au
Nadine Cannon,,,,Yarrabah Aboriginal Shire Council,http://www.yarrabah.qld.gov.au,yarrabah_aboriginal_shire_council/nadine_cannon,,,,,,secretary@yarrabah.qld.gov.au
Colin Cedric,,,,Yarrabah Aboriginal Shire Council,http://www.yarrabah.qld.gov.au,yarrabah_aboriginal_shire_council/colin_cedric,,,,,,secretary@yarrabah.qld.gov.au
Ian Patterson,,,,Yarrabah Aboriginal Shire Council,http://www.yarrabah.qld.gov.au,yarrabah_aboriginal_shire_council/ian_patterson,,,,,,secretary@yarrabah.qld.gov.au
Michael Sands,,,,Yarrabah Aboriginal Shire Council,http://www.yarrabah.qld.gov.au,yarrabah_aboriginal_shire_council/michael_sands,,,,,,secretary@yarrabah.qld.gov.au
